text,label
are they just making the beds and not changing the sheets ?,2
"wait time is over _num_ hours , and we are still in line .",2
found a cilantro jalapeo margarita that my husband almost cried it was so good .,2
not too bad of a hike unless you 're stuck in _num_ degree heat .,2
"bad service , over priced and quality of the food is bad .",2
it has great parking !,2
there 's a very nice lady who runs this store .,2
the drinks here are delicious though !,2
the service is just as great as well .,2
appropriate decor but be a little better .,2
it was a great value for what we got for it .,2
"no coffee maker , not even glasses so we could drink .",2
"ok , the casino is not that great .",2
these touches are the nice cherry on top of an amazing dining experience .,2
wine recommended by our server was perfect for our snack .,2
the room was so small and so was everything else in the room .,2
you can always catch us in store or ordering our latest online .,2
"this is by far , my favorite mexican restaurant .",2
"also , the cleaning lady did n't do anything but give us new towels .",2
"( i 'm from vegas , we 're special kind of people . )",2
"fortunately , the bill that was presented had a survey on it .",2
mall shopping is fun with drink in hand !,2
"yes , this walgreens has a nice selection of liquor .",2
overall i would not stay here again .,2
i was pleasantly surprised !,2
"ok , so this location is like the size of my living room .",2
my condo company booked it for me .,2
best customer service ever !,2
i loved they were family owned and operated and vegas locals !,2
"`` no , your staff sent me here . ''",2
everything we had was good .,2
i did not have fun .,2
we were also very disappointed in the lack of security .,2
"all in all , we had a horrible trip .",2
misleading advice from calling earlier to get seated for minimal wait time .,2
_num_ hours to check in !,2
i paid $ _num_ for a hand wash .,2
there is something for everyone on the menu .,2
the attention to detail was amazing .,2
it was my first time having sparkling wine sangria .,2
tasty chips and guacamole .,2
attentive and friendly staff .,2
this place is a great eatery .,2
i 'd recommend to everyone !,2
the rooms are small and nothing special .,2
when i checked out me total was _num_ .,2
i heard of stories of people waiting almost _num_ hours .,2
employees are very friendly .,2
"buffet is crap , do not do the breakfast or lunch buffet .",2
my girl was amazing and understood what i wanted .,2
but they pretty much ruined my christmas eve .,2
family and adult friendly .,2
and no one mentioned to compensate us !,2
"with that said , that was some good italian food .",2
i never knew mexican food can be so varied and exotic .,2
it serves its purpose in life !,2
"it 's wednesday , and i have n't got anything from them .",2
definitely worth the trip .,2
the most musty stale smell ever !,2
"very disappointing , excalibur , very disappointing .",2
this is by far the worst serves ever !,2
i looked around the store and she was nowhere to be found .,2
everything was pretty tasty especially my favorite mac & cheese .,2
"well , here it is , another day and no phone call .",2
the chopped salad was excellent .,2
not as good as i remembered .,2
"secondly , the cake was terribly bland .",2
"i must admit , it was cheap .",2
"at this time , we already lost our appetite .",2
i 've also enjoyed their creme brle and souffl .,2
this is just unacceptable .,2
"the signature margarita drink was very good , not too sweet .",2
"really nice , warm staff .",2
i 've never been to a hotel that does n't serve past 2pm .,2
i 've bought from every shop in town and they are the cheapest .,2
the pizza was delicious .,2
not fond of sangria but theirs is the best .,2
perhaps one of the most fun shopping experiences i 've ever had .,2
it just felt blah inside .,2
they wanted to charge me _num_ as if i was getting a discount .,2
this is not a trustworthy or honest business .,2
one may not notice .,2
omg the drink rocked !,2
"that said , the customer service is appalling .",2
one of my favorite restaurants in vegas !,2
that sauce they are cooked in is absolutely amazing .,2
i look natural and felt comfortable at the store .,2
in serious need of refreshing though ; it was quite dated .,2
it was a disaster .,2
love their oreo shake .,2
i 'll definitely be back when i 'm want to buy a new bag !,2
i love this tapas place.,2
i love that it is a local establishment that serves good quality food .,2
a very sad mgm property .,2
it was also extremely salty .,2
its was ok but not that great .,2
my first day when i arrived in the room it was _num_ degrees .,2
my goodness is this place run terribly .,2
"this place has character and class , i will be back !",2
not a fan of the bathroom situation though .,2
in the forum and definetly worth it .,2
the only good part was the crepes made to order !,2
it is fine if you do n't really know food .,2
the only thing i liked about this hotel was the casino and location .,2
easily best bagels and lox in vegas .,2
a tired convention center in need of a tear down and remake .,2
great experience for the kids .,2
i forgot to mention that he has an amazing staff .,2
the server was amazing .,2
"overall , enjoyable , they have very good specialty drinks .",2
this food is so delicious !,2
overall it was a fun time and the kids loved it .,2
the excalibur has a major con : it is way too smokey .,2
my aunt was in shock and she was embarrassed .,2
we stayed here for about _num_ days .,2
thank goodness for good food !,2
"at first , i was extremely excited to go to this wax museum .",2
we gave this place a 2nd shot and were disappointed again .,2
one of the best kept secrets in vegas .,2
the service and food were impeccable .,2
love love love this wig shop !,2
i have never tasted anything so yummy and so strong before !,2
super delicious and fruity and it gives you one hell of a buzz !,2
easy parking and all the people work there are very nice and helpful .,2
casino and room hallway smell .,2
"once the food brought out , but wrong order .",2
over the past year the food has really gone downhill .,2
the bagels fresh and flavorful .,2
this is an awesome restaurant .,2
firefly has possibly the best sangria i 've had in my entire life !,2
the room was dark and gave out a `` haunted '' feelings .,2
i stayed in tower _num_ a few months ago and the elevators were dirty .,2
"come on now , that 's just unacceptable !",2
very unappetizing to see .,2
i have n't stayed here since i was a child .,2
_num_ octane and hurricane mixed is amazing .,2
plus they still had plenty of breakfast food left .,2
"cheap , feels dirty , and quality is just not there .",2
food is great and always professional and courteous thru out the process .,2
there is a tv in the restroom but no remote for it .,2
facing the other tower .,2
even the bread was fantastic .,2
the best place to have dinner .,2
he explained the different watches and their materials with lots of knowledge and detail .,2
you can eat here and drink and still have money to gamble .,2
did not contest the sign on the door .,2
the work put into it is just amazing .,2
at least in a motel you get a real bed .,2
very nice place to grab a lunch .,2
"the casino smell so bad , the cigarette smoke was terrible .",2
the room i was sent to was already damaged .,2
there were _num_ other cars behind me !,2
the food was really good and the service was great .,2
"sit down , little boys and girls and let me tell you a story .",2
"perfect place to relax with soothing live music , delicious food and great cocktails .",2
i would recommend everyone trying this out for something unique to do .,2
one of my favorite restaurants in vegas .,2
$ _num_ for a drink and he wanted to charge me for a refill .,2
you must eat here if you love food and fun .,2
everything is going to crap now !,2
i was so excited to try this las vegas landmark .,2
my next step with this is complaining to each casino about this company .,2
i booked his hotel for my first visit to vegas .,2
my family of _num_ had a great time .,2
see my other yelp under forum shops !,2
could have been a bit better in price .,2
_num_ stars : best flautas in the world !,2
the service personnel in this hotel also had bad attitudes .,2
the chowder was excellent .,2
what an overall bad experience .,2
"warning , i am going to write a book .",2
not spending my money at a place like that .,2
you made our dinner a great experience !,2
"service started out a bit spotty , but got better as we settle in .",2
"honestly , this is probably my favorite restaurant in the world .",2
so i really really really wanted a philly cheese steak tonight .,2
i wish i was exaggerating - but i 'm not .,2
they made such a small request seem like a huge inconvenience .,2
best transportation for your $ $ $ .,2
room is outdated and not properly cleaned .,2
stopped by with friends for lunch .,2
a very good restaurant .,2
everything was delicious and the service was good .,2
mojitos are good too .,2
it 's the best thing ever .,2
a lot to be desired .,2
us wigs has a vast selection of blonde wigs which i really like .,2
it 's worth every minute .,2
the shoes and socks are very reasonable and the help is very good .,2
the hotel does n't look that great or fancy from the outside .,2
all of which were exceptional ) .,2
i thoroughly enjoyed the ambience and food and will definitely return .,2
"easy access , parking , clean and spacious rooms and free breakfast .",2
let 's not forget the crappy food choices !,2
this port of subs is great .,2
i also could n't help but notice that everything was n't freshly prepared .,2
is lettuce not in season ?,2
so check them out !,2
"stayed at harrahs last weekend , the beds were amazing !",2
we took our kids and we all had a blast !,2
"we just got wings , and they were very good .",2
this is one of the best hidden gems in vegas .,2
"when i had eaten all i could , there was still alot left over .",2
this is a great place for a date .,2
said it 's a `` reasonable '' italian place with great food .,2
i highly recommend this shop .,2
this is one of the best places i have eaten in las vegas .,2
now i remember why i do n't try new places .,2
every course was nicely presented and taste great .,2
the smoked salmon pizza was the perfect breakfast/lunch combo .,2
my car was not cleaned at all .,2
it 's a total shame that the hotel does this .,2
my favorite happy hour in las vegas .,2
i ended up drinking almost an entire pitcher last time i went !,2
i actually enjoyed my stay here .,2
this place is awesome for the taste and the deal !,2
the first thing i noticed was that she orders lots of tests .,2
only old school cable internet .,2
it is n't available after _num_ p.m .,2
but the drinks contained almost no alcohol .,2
over-priced food and an overall lack of caring .,2
the staff in the office was crap .,2
i 'm very happy with their service .,2
the food came in big portions and was delicious .,2
"boy , was i wrong !",2
we were so close to everything and that is exactly what we wanted .,2
go a couple times a year whenever in town .,2
it was so bad that even the dessert was horrible .,2
"great waitstaff , attentive , not pushy .",2
"anyway , service was okay .",2
best food i had in vegas my whole trip .,2
wife enjoyed the curry shrimp .,2
i felt so beautiful !,2
this was very valuable for traveling the strip while i stayed at bally 's .,2
the food was so good and the waiter was super nice .,2
clean shop but we walked out b/c of the owner .,2
"the people are great , very comfortable , homely atmosphere , very welcoming .",2
"omg , i really dont know how these guys are still in business .",2
beef dishes - especially sirloin are very good .,2
_num_ ) where is the wifi ?,2
toys r us has gone down the hole over the years .,2
"it 's fast , it 's convenient , and it 's easy !",2
"entree 's came out during salads , waters were empty and staff was absent .",2
this is the last time i 'll choose to pickup at this store .,2
just really really loudly ... .,2
newer casinos have bathrooms placed better along the gaming floor .,2
"`` sorry , are we bothering you ? ''",2
"overall , i enjoyed my stay .",2
yes yes the real caesar 's palace ... in las vegas at least .,2
"i had a great time at circus circus , the rooms are priced accordingly .",2
and the crowd is pretty great !,2
i 'll keep this short and sweet .,2
no wifi offered either .,2
their signature firefly fries are a bit greasy but quite tasty .,2
ended up staying here as my original vacation date changed due to work .,2
great people watching for sure .,2
but oh well ... to each is own .,2
another thing that has become really irritating is the endless sales pitch .,2
"wasnt impressed this time cheese burger overcooked and dry , fries cold .",2
the food is always fresh and of quality .,2
the gentleman said he still did n't have any other rooms available .,2
chunks of fresh lobster meat rolled in a delicate homemade pasta .,2
my bath towel smelled like smoke .,2
my bath towel smelled like smoke .,2
do not stop there late in the evening .,2
"as has been mentioned before , no wifi either .",2
stuffy is the word for it .,2
makes me never want to go back .,2
very good mexican restaurant .,2
we love this place and we highly recommend to everyone !,2
love the jalapeo bagel here !,2
"we 're waiting , and he brings out luggage that is n't ours !",2
"the flavors were fresh , crisp and delicious .",2
a little bowl of canned veg all and a stale roll .,2
"it is korean owned , and not authentic japanese sushi .",2
this is the worse pizza i 've ever eaten .,2
easy cab ride from the strip .,2
best i can say is disappointing overall .,2
the store selling starbucks was adequate with a very helpful clerk .,2
i do n't know why i keep coming in these stores .,2
"we had great service , the bartenders were very attentive and friendly .",2
"the temperature said it was _num_ , but it felt like _num_ .",2
"okay - other than that , there 's really nothing to see .",2
"i love places with a great happy hour , atmosphere , and patio .",2
she only had _num_ tables so not quite sure why that took so long .,2
virtually every person was displeased with their room in one way or another .,2
thank you for all you did for my son .,2
i also recommend the house made infused vodka on the rocks .,2
the food is just perfect !,2
"no lie , best drink in vegas !",2
pricing is as good as it gets as well for all the different sizes .,2
"and some fishy paste , blah !",2
the food is amazing .,2
the food is amazing .,2
"oh , and if you want to enjoy the pool - it sucks .",2
nothing fancy - but the location is perfect !,2
salad was very good best part was the croutons .,2
they make you feel very comfortable and help you have a good time .,2
"overall , this hotel is a great deal .",2
but otherwise i try to avoid it if at all possible .,2
and do n't get me started about saturday night at the casino .,2
"really , truly gorgeous .",2
"the smells are just different ; coffee , as opposed to the woods .",2
"they are fast , efficient and fair on rice .",2
"i 'll be back for sure , though .",2
"however , i tried something new ... and it was great !",2
they were not happy .,2
there is n't enough to parking !,2
i was so impressed with each servers knowledge of the cuisine they were serving .,2
they have a wonderful fish with almond crusted yumminess on top .,2
fat tuesday is always great in the summer !,2
i have never see someone be so nasty and unprofessional !,2
plus it 's happy hour !,2
i love everything about firefly .,2
its so worth it .,2
and it did n't cost _num_ bucks for a _num_ dollar hot dog !,2
the mojitos are excellent !,2
"i have never stayed at harrahs , so figured i 'd try it .",2
the cocktails were excellent also .,2
she has good taste and always make trendy recommendations .,2
the room was huge and very clean .,2
no new towels for _num_ days .,2
there are two hotel towers .,2
"overall , it was n't the worst i could have imagined .",2
sad how poor management can ruin a location .,2
drinks and food were great !,2
the room itself to me seemed a little dated .,2
only complaint is the nose level was quite high .,2
front row usually has something that fills the bill for me .,2
it was the perfect place to grab lunch .,2
it is the best i 've ever had .,2
the food was amongst the best we have ever had .,2
loved the bed selection as well !,2
the wine list is great .,2
the staff were friendly and informative .,2
the employees are ok but the manager is incompetent .,2
paella was super flavorful and filled with substantial amount of seafood .,2
this was my first time here and i had a pretty good experience .,2
it was crispy in some places and soggy in the rest .,2
yet our friends had called _num_ minutes before and got the extra hour .,2
never again will i go there .,2
jamaican wings are huge and the sauce is sweet and yummy .,2
", and we had a great time .",2
"well , i m not standing in line again for sure .",2
i 'm not a tourist .,2
the waitresses are nice and the service has always been good .,2
do yourself a favor -- do n't come here .,2
"stayed here for a few months back in _num_ , and it was great .",2
great prices and decent wine by the glass .,2
just another example of why drugs are bad for you kids .,2
"very messy , long lines of people .",2
ancient creations is a phenomenal place to visit at the venetian .,2
"okay , i admit it , i 've stayed here .",2
"good food , great ambiance and excellent margaritas .",2
the clerk apologized etc .,2
he then took _num_ minutes to bring me a side of dressing .,2
the mushrooms were wonderful .,2
letting me get even more mad about the situation .,2
"for example , it would be approximately $ _num_ for _num_ breakfast buffets .",2
bagels are top notch .,2
our waiter was friendly and attentive too .,2
even so i had a good time here .,2
but it 's also a good thing .,2
it does not feel clean at all .,2
"great food , fast and pleasant service !",2
there is always something going on and i very highly recommend it .,2
was recommended by a friend who lives in vegas .,2
"order shots or beer , do not get mixed drinks here .",2
food is fresh and tasty and very excellent selection .,2
a fairly large arcade with a good variety of newer games .,2
good food and good waiting service .,2
"i ordered the french dip sandwich , it was pathetic .",2
unfortunately that is where the good ends .,2
i love that i can go to any salon they have in town !,2
popcorn ceilings and worn carpet show its age .,2
"very clean business , and well lit .",2
happy hour drinks are half off and you get a free plate of appetizers .,2
one of my favorite spots .,2
just regular plain tomato juice .,2
really bad theme for a gambling casino .,2
the room looked dim and dingy .,2
highly recommend this experience !,2
i know now why the other _num_ locations are permanently closed .,2
but please never intend to sleep here !,2
this is my favorite vegas restaurant .,2
the window shade had holes in it .,2
the window shade had holes in it .,2
"the entertainment is free at the midway , which is great .",2
i ordered _num_ pizzas one hand tossed the other thin .,2
the staff is always nice and makes you feel welcome .,2
chocolate upside down cake was amazing !,2
"beautiful setting , reasonably priced ( for vegas ) , pretty good service .",2
i did not receive any of that here .,2
some of the best calamari you will ever have .,2
there was a safe though .,2
then excalibur really dropped the ball !,2
the service is great and the location is just right off of the strip .,2
"food was alright , not the best .",2
"anyway , at least the food was good !",2
* check in area is old looking and long lines .,2
by far the worst experience ever .,2
had the carbonara by his recommendation and it was delicious !,2
no wifi in the room .,2
the beef is so juicy and tender it literally melts off the fork .,2
our check was handed by another server .,2
food is amazing ... sangria is amazing !,2
it took security at least _num_ minutes or more to come to the room .,2
looks like they parked another car too close .,2
we decided to grab a fast bite at the food court .,2
i got _num_ full size beds in a smoking room .,2
it was another enjoyable meal at bahama breeze !,2
waitress never came back by to check on us .,2
excellent food for an excellent price .,2
"the portions were good , service was great .",2
would n't come back here .,2
very nice apple store !,2
drove an extra _num_ miles just based on reviews and worth the drive .,2
"slots were good , tables not good .",2
"their margaritas are awesome , good variety .",2
a thing i did n't like too much was the size .,2
"just super nice , fast services .",2
our server joe was awesome as well .,2
weekend stays are rather more expensive .,2
"but , i had trouble .",2
not true to the fat burger quality and service anymore .,2
it 's a nice little break from all that drinking !,2
our friends ' room was less than clean .,2
there wasnt even a bathtub in this upgraded room .,2
"the rooms were nice , location was great .",2
the instructors are superb !,2
i do n't think it is in the best part of town .,2
it was delicious with just the right amount of liquor .,2
"the food was delicious , the ambiance romantic .",2
it 's really not that great anymore .,2
great for a family or people on budget .,2
iv never been treated so badly .,2
"seriously , that bad .",2
the rooms are nice and clean .,2
but this one has the worst service !,2
they were both fantastic .,2
their drink selection is quite special .,2
i wish i could give zero stars .,2
this is a restaurant that is a must go to when in vegas !,2
my husband loved it .,2
sandwich was super soggy and not enjoyable .,2
this place is phenomenal !,2
this place is phenomenal !,2
get that extra shot for $ _num_ ; it 's worth it .,2
they have a happy hour ; ) and save room for dessert !,2
"it 'll be okay , she 'll deserve it .",2
great option for the regular more pricier service offered on the hotels .,2
"i put oil back in my car , and guess what ?",2
the waitress asked me what was wrong and i explained to her the situation .,2
"super yummy and affordable , with a great vibe .",2
everything here was awful !,2
the property is dated .,2
the cafe menu prices are a little less expensive but the food is exceptional !,2
"_num_ minutes later , still nothing .",2
i was disappointed that this place had pretty decent reviews after staying there .,2
i wore flip flops at all times .,2
i will never come back to this place .,2
everyone went away happy ( and buzzed ) .,2
"i highly recommend the hotel , since i had an amazing experience .",2
"of $ _num_ per day , during the week .",2
"the food the first time was okay , philly cheese with swiss .",2
"unfortunately , i really did n't like my stay .",2
you can tell they really pay attention to detail .,2
go to that one unless you like excessive waiting .,2
avoid it at all cost !,2
but he was very offensive to us .,2
"i waited about _num_ days , and no one called .",2
"that being said , this is a great place .",2
slow to get drinks .,2
i only played poker but the experience was n't that great .,2
the elevator entrance reeked of a less than sanitary odor .,2
should be no star .,2
want a $ _num_ computer ?,2
do not eat the food off the grill here .,2
"good prices , service , atmosphere , and taste .",2
even they looked like they enjoyed working the place .,2
they were both really good .,2
however today my burger was more like a slider .,2
the salad is the best chinese chicken salad that you will eat .,2
the omelet came with a bagel and diced potatoes .,2
the decor was awful and reminded of a bad nail salon in the hood .,2
"clean , quiet , speedy .",2
the food was great - we started off with the steak tartar .,2
also the traffic can be a nightmare with a big convention .,2
"anyway , on with the review .",2
i 'll definitely be back for more .,2
not impressed considering i 'm staying in a castle ... !,2
the food is so delicious and perfectly sized portions .,2
this will not fly with locals .,2
the door nearly hit the toilet when you would close it .,2
i get one of these a day during every vegas trip !,2
"great service , great atmosphere , great food and drinks and great prices .",2
it was a real disappointment .,2
but its a nice little romantic spot to relax with your boo .,2
"overall , this is n't a bad place for the price .",2
their customer service is horrible !,2
nice place to eat and relax .,2
the shower wall has a huge ball of long hair stuck to it .,2
noodles were cooked perfectly .,2
"gosh , i was so mad !",2
jason and bob at the bar are awesome people .,2
i liked the buffet here- flavors was surprisingly good .,2
i got sick after a day being there real quick .,2
"at $ _num_ and at a prime location , harrah 's is a steal .",2
they have an awesome menu as well that has something for just about everyone .,2
service is okay but do n't expect much from such a casual place .,2
not a fan of this particular location .,2
worst customer service i have ever ever witnessed .,2
do n't waist your time or money with these people .,2
i give this _num_ star just for the outside .,2
the prices per night are very good anytime of the year .,2
this is the first time i stayed in an older vegas hotel .,2
our first room was nasty .,2
i tried an ahi tuna dish that was very good .,2
best deal in vegas by far for what you get .,2
lol it needs to be remodeled .,2
"it was good , but i liked the crab cakes benedict better .",2
"regardless , my impressions of circo were splendid .",2
they also have the best variety on their menu .,2
"great selection of booze , snacks , and souvenirs !",2
the employees were soo rude and annoying .,2
thank you sunrise l & d !,2
service from the two female bartenders was excellent as well .,2
not impressed at all with this place and i will not be back .,2
"if you go here , do n't expect anything special .",2
firefly is a must when i go to las vegas .,2
the room was just ok .,2
"after suggesting a free upgrade for his birthday , i was rudely shot down .",2
the food was really good and properly cooked .,2
very impressed with this apple location .,2
"but even for a free room , i would n't return .",2
"anyway , that 's my experience .",2
just a complete miss .,2
this is one of my favorite places to go to !,2
"i 'm normally not a meatloaf person , but it was fantastic .",2
the salmon entre was over _num_ dollars and it was dry and tasteless .,2
will definitely be coming back !,2
will definitely be coming back !,2
most of the fun and activities will be had in between these two hotels .,2
told my husband to hit the rain locker because he stunk .,2
the hotel refused to change my room without any sort of upgrades unfortunately .,2
i normally tip even for just picking up food from a restaurant but this time.,2
restaurant was clean and i saw the bus boys cleaning .,2
_num_ small stromboli and _num_ antipasto salad please .,2
the food is always consistent and the service is always great .,2
pathetic is one word to describe this hotel .,2
it looked so bad after she painted it .,2
waiter was extremely nice ; very polite and gave great recommendations !,2
"but , it was worth it .",2
great place to have a good small portioned meal with a lady .,2
i would certainly eat here again .,2
this hotel also has the worst dining on the strip .,2
the yard dog was the perfect size .,2
"always great service - quick service , and very friendly and attendant staff .",2
the price is great and the memories are plentiful .,2
service was also super polite and friendly both in the restaurant and bakery side .,2
i went to use the outlet to charge my phone .,2
this restaurant has a very hit and trendy environment .,2
"okay , just about everything on the menu , i enjoy good food .",2
wo n't be going back there again .,2
wo n't be back .,2
wo n't be back .,2
that 's just horrible management and customer service !,2
"customer service from the counter was superb , and the place was spotless .",2
it was nice to eat somewhere off the strip !,2
she had never tried any of the food .,2
would not pay to eat or gamble there .,2
dessert was the best .,2
great clothes and customer service to match !,2
i wish i could give a better review .,2
oh and do n't forget ... bring your own coffee maker !,2
to my surprise the food was exceptional .,2
this hotel is made for a nice long weekend .,2
they let you sample the drinks before purchasing and the staff is super friendly !,2
the burrito was really tasty .,2
never again will i stay in this horror place !,2
"pee in the toilet , towels on the floor .",2
excellent selection and tastes awesome .,2
all the staff from check in to photos we friendly and helpful .,2
the poker room sucked .,2
it 's still really nice .,2
highly recommended to anyone and every - delicious !,2
all that we ordered was delicious and we did n't break the bank .,2
sliders were mediocre and a little overdone for my taste .,2
"not a good vibe , kinda prison feel .",2
it is fast and efficient .,2
"no internet , noisy crappy conditioner , no ventilation in the rooms .",2
this was a very rush job .,2
the management agreed it was disgusting and yet did nothing about it .,2
they are the best !,2
but this does not compare to being scammed twice by the excalibur .,2
the empanadas and tuna tartare were amazing !,2
price is very reasonable as well .,2
"just let me walk to the pool in peace , please !",2
it was like _num_ bucks so i had high expectations .,2
i immediately called guest services and requested a room change .,2
the drinks are great and the servers are always friendly !,2
this is one of my favorite places to eat !,2
great experience overall and well worth .,2
i wo n't be making this my go to cheap hotel ever again .,2
staff is courteous fun and knowledgeable .,2
all were very good .,2
all were very good .,2
luckily i fell under the _num_ day with my lease .,2
parking for the apple store is best in the green area under saks .,2
the air conditioner cover was busted off .,2
it was so irritating .,2
great experience and so fun !,2
food tasted good and decor is elegant yet hip .,2
worst food in history of las vegas buffet .,2
"i saw a women fighting with manager for that issue , which was useless .",2
it 's a shame that the bus boy had to do all the work .,2
dan is the slowest and most ill informed person i have ever dealt with .,2
always get the extra shot ... so worth it .,2
the view is terrible .,2
"overall , an average dessert and i 've had better .",2
room was nice and clean !,2
best italian i have ever had .,2
so you wo n't be getting these crappy reviews .,2
within five seconds another tech at the store was able to locate it .,2
this is the place to go if you like a good frozen cocktail !,2
each time is same star .,2
service here is always spot on and much appreciated !,2
( a room across the hall also complained of stolen items ) .,2
the week i was in vegas they had the computer system down twice .,2
great selection for inexpensive wigs .,2
the food was fantastic .,2
"really attentive staff , incredible food !",2
did n't feel that clean or anything .,2
i will definitely dine here again when i return to vegas !,2
i have been a vegas regular for many years now .,2
old and ugly rooms .,2
check in line goes pretty quick but the actual process is slow .,2
is that how this problem is resolved ?,2
"the casino seems dark , smokey , and old .",2
i stayed during labor day weekend the price was good .,2
this will be a regular visit every time we come to vegas .,2
that is the biggest bull crap i have ever heard .,2
definitely an interesting crowd depending on what you 're looking for .,2
she said i have to buy a empty cup for $ _num_ !,2
"service is fabulous , people watching is fun when sitting in the cafe .",2
the sides of rice and beans were excellent .,2
i split it with my friend and she told me to finish it .,2
upon staying i realized more and more things wrong .,2
and they 're great about accommodating large groups .,2
this is not it .,2
they decided to charge me extra _num_ for gel polish .,2
customer service was quick and accurate !,2
the sangria is phenomenal and strong .,2
i 've loved hello kitty as long as i can remember .,2
tacos and enchiladas are great dinner choices .,2
we enjoyed ourselves immensely - the service was good too .,2
so i said no thanks .,2
you can taste the freshness and that 's exactly what i like .,2
one of the most pleasant experiences i 've had in a gun shop yet !,2
a great place to dine besides the strip !,2
he did n't check up on us to see how we were doing .,2
my last visit was exceptional .,2
our server was helpful and playful .,2
staff always friendly and even accommodate early check in for me .,2
way more fun than we even imagined .,2
"overall , a terrible experience on day _num_ .",2
the one major perk of the excalibur is the location .,2
"- shower only , no bathtub .",2
this place is a classic !,2
our entrees were also quite good .,2
i have never seen worse customer service .,2
"overall , beautiful restaurant for a calm weekend lunch .",2
sad that they keep change server and change chef .,2
"inventive , unique and wonderful .",2
worse than any hotel or motel i have ever been to !,2
one of my favorite places to eat .,2
i could 've left to get food and been back in that time !,2
but rest of my family did really enjoyed their food .,2
the food was very good .,2
we also shared the huge serving of paella .,2
"i just switched the bags , i had n't opened it . ''",2
after reading yelp reviews i was hesitant and for good reason .,2
this place is run terribly avoid at all costs !,2
"great ambiance , fabulous food , and their drinks are to die for .",2
waiters were very attentive to our large group and the food was very tasty .,2
i look forward to it !,2
i could do it and i 'm not even a professional .,2
consistently exceptional and worth a visit .,2
the staff is very friendly .,2
has no one heard of customer service ?,2
they do n't tell you that when you book the hotel .,2
would n't call another employee to help .,2
so sad as i love love me some fried okra .,2
very poor customer service at front counters and cleanliness .,2
the food here is very satisfying and the service is great as well .,2
the only decent thing was the sweet green tea .,2
fast easy and stress free way to travel the strip .,2
"however , he knew what was going on and apologized for it .",2
shame on excalibur hotel/casino .,2
"after some time , i decided to give this place another chance .",2
when my family and i was signing the lease i was very nervous !,2
stuffed dates awesome ... .,2
it is worth the wait in my opinion .,2
atmosphere is relaxing and entertaining .,2
"luis was the perfect waiter , attentive and knowledgeable .",2
great atmosphere and food awsome selection of cocktails .,2
there was lots of energy and very pleasant atmosphere .,2
"the dj there played great island music , as well .",2
this hotel is very outdated .,2
"a year ago , i probably would have given harrah 's three stars .",2
"thanks , but no thanks .",2
the go into _num_ room & it was dirty .,2
"i mean seriously , this is a convention center .",2
we enjoyed another stellar meal at circo .,2
not my fault you do n't understand english .,2
get your act together chinese village !,2
kids _num_ and under ride free and they will enjoy the trip .,2
"it was light , flavorful , and satisfying .",2
"from the beginning , i was not impressed .",2
it takes _num_ weeks and then they will send those to me .,2
great clean newer suite with nice amenities .,2
this hotel was not is not recommended if you want to enjoy your vacation .,2
the staff is super friendly and helpful .,2
"the hotel room was fairly clean , bed was comfy .",2
the partial view of the strip was nice .,2
it would n't shut ( again 25th floor ) .,2
both were the perfect ending to our evening .,2
still drooling just thinking about it .,2
there 's no mini bar or snack center in the room .,2
came in with _num_ min to spare at end of happy hour .,2
"great location on the strip , but this place is otherwise pathetic .",2
"it 's cheap and all , but damn so far away from things !",2
they did a good job with the decorating .,2
i ate it and left .,2
"all the food was great , and reasonably priced !",2
such a gem off the strip ; this place is awesome !,2
the folks that work here are the best !,2
this is our favorite restaurant in las vegas !,2
the place inside is disgusting .,2
the cookies were ridiculously fresh and still warm from the oven .,2
"sleep in bed , and stole the purse that was on the table .",2
ca n't smoke in the restaurant side .,2
the pool hours really need to be extended .,2
"so again , i asked him to quote me the price .",2
"( spa , gym , pool , wi-fi , etc ) .",2
it reminded me of a greyhound bus terminal .,2
"and of course , their sangria goes with all of their dishes !",2
"_num_ star : cheap cost of hotels , good location to venetian and bellagio .",2
the heels are the best .,2
"however , when i review i feel like _num_ stars is the best ever .",2
i 'm sure we will not return .,2
best happy hour in vegas in my opinion .,2
their red sangria is so good !,2
"our instructor , rob was great , fun and cool .",2
the girls are nice and sweet and not fake .,2
great food but the service while friendly was slow .,2
"_num_ nights $ _num_ , not well spent .",2
thanks for ruining my first trip u o vegas .,2
but it was not on sale .,2
"pricey , but worth it .",2
everything i had was ridiculously good .,2
nothing like taking the long way around when it 's _num_ outside .,2
it 's pretty expensive but worth going too .,2
"fourth , the room was not clean .",2
i ca n't say enough about this restaurant .,2
long long check in lines .,2
there is no wifi !,2
mostly every visitor pays a visit for this walgreens .,2
the quality of alterations is n't great either .,2
great place to grab a good burrito !,2
probably one of the best restaurant experiences i 've ever had in my life .,2
"umm , what normal philly steaks have ?",2
"totally , totally recommended .",2
"third , our food took _num_ minutes to show up .",2
a lot of food items were dried out like the potatoes .,2
this walgreens is pretty huge !,2
they really pay attention to detail here and i really enjoyed the experience !,2
at first i said ok thats too long but o well .,2
"unfortunately , that shows how we feel we 've been treated throughout .",2
"food cold , dry and no one attending the area .",2
they give you soap for the shower but no hand soap for the bathroom .,2
"no , you do n't need one .",2
my issue is bed bugs .,2
checked in here to mardi gras tower .,2
and that leads me back to what i wrote above .,2
now it is the most bland disgusting watered down garbage ever .,2
